user_11799@contest.yandex.ru,8801111111500
user_5682@contest.yandex.ru,8801111114200
user_14735@contest.yandex.ru,880111116114
user_11725@contest.yandex.ru,880111117475
user_7948@contest.yandex.ru,880111112790
user_4525@contest.yandex.ru,8801111112190
user_5710@contest.yandex.ru,8801111110294
user_10035@contest.yandex.ru,880111114780
user_13282@contest.yandex.ru,8801111114940
user_7420@contest.yandex.ru,8801111114185
user_4663@contest.yandex.ru,8801111112400
user_11940@contest.yandex.ru,8801111114005
user_6732@contest.yandex.ru,8801111114060
user_12410@contest.yandex.ru,880111110449
user_5272@contest.yandex.ru,880111111960
user_8880@contest.yandex.ru,880111112145
user_13880@contest.yandex.ru,880111116695
user_5115@contest.yandex.ru,880111112290
user_12568@contest.yandex.ru,880111119100
user_12454@contest.yandex.ru,880111111230
user_3986@contest.yandex.ru,880111111280
user_5724@contest.yandex.ru,8801111111490
user_4849@contest.yandex.ru,8801111112470
user_13976@contest.yandex.ru,880111117670
user_6715@contest.yandex.ru,880111113499
user_11395@contest.yandex.ru,880111112444
user_1662@contest.yandex.ru,880111111330
user_2739@contest.yandex.ru,880111113885
user_14570@contest.yandex.ru,880111110497
user_5660@contest.yandex.ru,8801111113100
user_5220@contest.yandex.ru,8801111114306
user_13292@contest.yandex.ru,880111111995
user_4935@contest.yandex.ru,880111111075
user_12975@contest.yandex.ru,880111110538
user_2325@contest.yandex.ru,8801111111861
user_12005@contest.yandex.ru,880111117065
user_7909@contest.yandex.ru,880111111245
user_7670@contest.yandex.ru,8801111113800
user_6863@contest.yandex.ru,880111112530
user_14405@contest.yandex.ru,880111113958
user_14605@contest.yandex.ru,8801111112091
user_14845@contest.yandex.ru,880111114446
user_0@contest.yandex.ru,880111114132
user_12271@contest.yandex.ru,880111118310
user_4170@contest.yandex.ru,8801111111805
user_8073@contest.yandex.ru,880111116125
user_4098@contest.yandex.ru,880111115475
user_2282@contest.yandex.ru,880111113495
user_3826@contest.yandex.ru,880111115895
user_2079@contest.yandex.ru,880111112810
user_3049@contest.yandex.ru,880111113420
user_14453@contest.yandex.ru,8801111111225
user_1430@contest.yandex.ru,880111117987
user_7790@contest.yandex.ru,880111115688
user_4985@contest.yandex.ru,880111112240
user_10978@contest.yandex.ru,880111113360
user_12775@contest.yandex.ru,880111116193
user_13920@contest.yandex.ru,8801111110581
user_13639@contest.yandex.ru,880111115000
user_2224@contest.yandex.ru,880111113075
user_11779@contest.yandex.ru,880111110845
user_1029@contest.yandex.ru,880111114900
user_129@contest.yandex.ru,880111116230
user_3200@contest.yandex.ru,880111116310
user_3373@contest.yandex.ru,880111114645
user_2505@contest.yandex.ru,880111110103
user_11880@contest.yandex.ru,8801111111152
user_14340@contest.yandex.ru,8801111110005
user_2443@contest.yandex.ru,880111115800
user_14310@contest.yandex.ru,8801111113828
user_11738@contest.yandex.ru,8801111114425
user_4220@contest.yandex.ru,8801111112813
user_1385@contest.yandex.ru,880111115143
user_6965@contest.yandex.ru,8801111113574
user_10980@contest.yandex.ru,8801111112922
user_7660@contest.yandex.ru,880111119716
user_8825@contest.yandex.ru,880111110745
user_14970@contest.yandex.ru,880111119368
user_13715@contest.yandex.ru,8801111111118
user_6800@contest.yandex.ru,8801111112630
user_8575@contest.yandex.ru,880111115822
user_1233@contest.yandex.ru,880111119045
user_3725@contest.yandex.ru,8801111113300
user_12851@contest.yandex.ru,880111113875
user_12907@contest.yandex.ru,8801111112910
user_2027@contest.yandex.ru,880111116005
user_12565@contest.yandex.ru,880111119325
user_7418@contest.yandex.ru,880111110565
user_6002@contest.yandex.ru,880111119090
user_3780@contest.yandex.ru,880111116515
user_13832@contest.yandex.ru,8801111113470
user_1680@contest.yandex.ru,880111119345
user_7563@contest.yandex.ru,8801111111705
